code,name,gender,function,category,country_code,country,country_full,disciplines,events
1888372,ERSIMSEK AHMETCAN,Male,Assistant Coach,C,SRB,Serbia,Serbia,Volleyball,Women
1888498,ROTHMAN NEVILLE,Male,Assistant Coach,C,IRL,Ireland,Ireland,Hockey,
1891425,GELLE NOEMI KATALIN,Female,Coach,C,HUN,Hungary,Hungary,Rhythmic Gymnastics,
1891653,NAGANUMA ATSUSHI,Male,Assistant Coach,C,JPN,Japan,Japan,Water Polo,Men
1891659,HAZUI SHOTA,Male,Assistant Coach,C,JPN,Japan,Japan,Water Polo,Men
1891667,SHIOTA YOSHINORI,Male,Head Coach,C,JPN,Japan,Japan,Water Polo,Men
1891684,KAWAI MAYO,Female,Coach,C,JPN,Japan,Japan,Artistic Swimming,
1891686,KASHIMA TOMOYO,Female,Coach,C,JPN,Japan,Japan,Artistic Swimming,Team
1891688,NAKAJIMA TAKAKO,Female,Coach,C,JPN,Japan,Japan,Artistic Swimming,Team
1892047,KAPADZE TIMUR,Male,Head Coach,C,UZB,Uzbekistan,Uzbekistan,Football,Men
1892050,CHIGODAEV SERGEY,Male,Assistant Coach,C,UZB,Uzbekistan,Uzbekistan,Football,
1893216,GILLE GUILLAUME,Male,Head Coach,C,FRA,France,France,Handball,Men
1893217,MATHE ERICK,Male,Assistant Coach,C,FRA,France,France,Handball,Men
1893323,ALONSO TAPIA ROSENDO,Male,Coach,C,FRA,France,France,Taekwondo,
1893324,ALONSO TAPIA GULSAH,Female,Coach,C,FRA,France,France,Taekwondo,
1893325,JUNG WOOMIN,Male,Coach,C,FRA,France,France,Taekwondo,
1894657,WILLE JONAS,Male,Head Coach,C,NOR,Norway,Norway,Handball,Men
1894659,EGE STEINAR,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Men
1894661,BOQUIST MARTIN,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Men
1894662,OLSSON MATS,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Women
1894663,HERGEIRSSON THORIR,Male,Head Coach,C,NOR,Norway,Norway,Handball,Women
1894666,LARSEN TONJE,Female,Assistant Coach,C,NOR,Norway,Norway,Handball,Women
1894756,JOERGENSEN MICHAEL,Male,Coach,C,NOR,Norway,Norway,Taekwondo,
1895149,DRASOCZKY IMRE,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,
1895269,BRUUN MICHAEL,Male,Assistant Coach,C,DEN,Denmark,Denmark,Handball,Men
1895270,JOERGENSEN LARS,Male,Assistant Coach,C,DEN,Denmark,Denmark,Handball,Women
1895275,KRONBORG HENRIK,Male,Assistant Coach,C,DEN,Denmark,Denmark,Handball,Men
1895276,JACOBSEN NIKOLAJ,Male,Head Coach,C,DEN,Denmark,Denmark,Handball,Men
1895279,JENSEN JESPER,Male,Head Coach,C,DEN,Denmark,Denmark,Handball,Women
1895408,SOYEZ FREDERIC,Male,Head Coach,C,FRA,France,France,Hockey,
1895409,SALA RAMON,Male,Assistant Coach,C,FRA,France,France,Hockey,
1895410,LOMBI JORGE,Male,Assistant Coach,C,FRA,France,France,Hockey,
1895517,SZUCS ROBERT,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,
1895520,TRENKA JANOS,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,
1896158,HARVEY MIKE,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,
1896160,MAIZEROI TORANN,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,
1896164,MILLER NELSON,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,
1896167,STAMPER MARTIN,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,
1896246,POLJAKOVA SHANNA,Female,Coach,C,GER,Germany,Germany,Artistic Gymnastics,
1896251,BELENKI VALERI,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,
1896252,CATANOIU GRIGORE,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,
1896253,BRYLOK HUBERT,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,
1896258,TEMME KAY,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,
1896262,PFEFFER CAMILLA,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,
1896275,RASKINA YULIYA,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,
1896279,CAMICIOTTI GIACOMO,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,
1896290,DUNAVSKA MINEKOVA KAMELIYA,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,
1896562,PARECKI ANTONI JERZY,Male,Assistant Coach,C,JPN,Japan,Japan,Handball,Men
1896698,SNYMAN PHILIP,Male,Head Coach,C,RSA,South Africa,South Africa,Rugby Sevens,Men
1896700,LUCKAN GHAFOER,Male,Assistant Coach,C,RSA,South Africa,South Africa,Rugby Sevens,Men
1897091,GONZALEZ NUNEZ ARLEN,Male,Coach,C,CUB,Cuba,Cuba,Taekwondo,
1897234,SHARABI YECHIAM,Male,Coach,C,ISR,Israel,Israel,Taekwondo,
1897292,BLECHER SIDOROVA SVETLANA,Female,Coach,C,ISR,Israel,Israel,Artistic Swimming,Duet
1897395,ABDELRAHMAN OSAMA,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,
1897398,YOUSSEF MOHAMED,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,
1897518,ZAITSEVA OLESIA,Female,Coach,C,UKR,Ukraine,Ukraine,Artistic Swimming,Duet
1897547,SARTYNSKYI GENNADII,Male,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,
1897548,GORBACHEVA IRYNA,Female,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,
1897550,KAIUKOVA IULIIA,Female,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,
1897590,DERYUGINA IRYNA,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,
1897591,BLOKHINA IRYNA,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,
1897592,KARDASH MARYNA,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,
1897594,VASYLIEVA MARHARYTA,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,
1897752,KHOLOD MARYNA,Female,Coach,C,NZL,New Zealand,New Zealand,Artistic Swimming,Duet
1897775,RA SANGHYUN,Male,Coach,C,FIJ,Fiji,Fiji,Taekwondo,
1897904,KIM HYOU MI,Female,Coach,C,KOR,Korea,Republic of Korea,Artistic Swimming,Duet
1898398,ROSILLO ATENCIA JOSE ANTONIO,Male,Coach,C,NOR,Norway,Norway,Taekwondo,
1898540,LAI YAWEN,Female,Assistant Coach,C,CHN,China,People's Republic of China,Volleyball,Women
1898944,HERBERT GORDIE,Male,Coach,C,GER,Germany,Germany,Basketball,Men
1898950,THOMAIDIS LISA,Female,Coach,C,GER,Germany,Germany,Basketball,Women
1898951,PARSONS SIDNEY,Female,Assistant Coach,C,GER,Germany,Germany,Basketball,Women
1898953,MEADOWS CLARISSA,Female,Assistant Coach,C,GER,Germany,Germany,Basketball,Women
1898956,THUSS ANNE,Female,Coach,C,GER,Germany,Germany,Basketball,
1898959,PERWAS KLAUS,Male,Assistant Coach,C,GER,Germany,Germany,Basketball,Men
1898960,BRIELMEIER BRET,Male,Coach,C,GER,Germany,Germany,Basketball,
1898962,HERBERT DANIEL,Male,Assistant Coach,C,GER,Germany,Germany,Basketball,Men
1899054,REVINGTON PAUL,Male,Head Coach,C,GBR,Great Britain,Great Britain,Hockey,
1899056,BROWNE KWAN,Male,Coach,C,GBR,Great Britain,Great Britain,Hockey,
