start_date,end_date,day,status,discipline,discipline_code,event,event_medal,phase,gender,event_type,venue,venue_code,location_description,location_code,url
2024-07-24 15:00:00.000,2024-07-24 16:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group B,M,HTEAM,Geoffroy-Guichard Stadium,STE,"Geoffroy-Guichard Stadium, Saint-Etienne",STE,/en/paris-2024/results/football/men/gpb-000100--
2024-07-24 15:00:00.000,2024-07-24 16:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group C,M,HTEAM,Parc des Princes,PDP,"Parc des Princes, Paris",PDP,/en/paris-2024/results/football/men/gpc-000100--
2024-07-24 15:30:00.000,2024-07-24 15:46:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000100--
2024-07-24 16:00:00.000,2024-07-24 16:16:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000200--
2024-07-24 16:30:00.000,2024-07-24 16:46:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000100--
2024-07-24 17:00:00.000,2024-07-24 18:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group A,M,HTEAM,Nice Stadium,NIC,"Nice Stadium, Nice",NIC,/en/paris-2024/results/football/men/gpa-000200--
2024-07-24 17:00:00.000,2024-07-24 18:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group C,M,HTEAM,La Beaujoire Stadium,NAN,"La Beaujoire Stadium, Nantes",NAN,/en/paris-2024/results/football/men/gpc-000200--
2024-07-24 17:00:00.000,2024-07-24 17:16:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000200--
2024-07-24 17:30:00.000,2024-07-24 17:46:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000100--
2024-07-24 18:00:00.000,2024-07-24 18:16:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000200--
2024-07-24 19:00:00.000,2024-07-24 20:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group B,M,HTEAM,Lyon Stadium,LYO,"Lyon Stadium, Lyon",LYO,/en/paris-2024/results/football/men/gpb-000200--
2024-07-24 19:00:00.000,2024-07-24 20:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group D,M,HTEAM,Bordeaux Stadium,BOR,"Bordeaux Stadium, Bordeaux",BOR,/en/paris-2024/results/football/men/gpd-000200--
2024-07-24 19:00:00.000,2024-07-24 19:16:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000300--
2024-07-24 19:30:00.000,2024-07-24 19:46:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000400--
2024-07-24 20:00:00.000,2024-07-24 20:16:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000300--
2024-07-24 20:30:00.000,2024-07-24 20:46:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000400--
2024-07-24 21:00:00.000,2024-07-24 22:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group A,M,HTEAM,Marseille Stadium,MRS,"Marseille Stadium, Marseille",MRS,/en/paris-2024/results/football/men/gpa-000100--
2024-07-24 21:00:00.000,2024-07-24 22:45:00.000,2024-07-24,FINISHED,Football,FBL,Men,0,Men's Group D,M,HTEAM,Parc des Princes,PDP,"Parc des Princes, Paris",PDP,/en/paris-2024/results/football/men/gpd-000100--
2024-07-24 21:00:00.000,2024-07-24 21:16:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000300--
2024-07-24 21:30:00.000,2024-07-24 21:46:00.000,2024-07-24,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000400--
2024-07-25 09:00:00.000,2024-07-25 10:30:00.000,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group A,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpa-000100--
2024-07-25 11:00:00.000,2024-07-25 12:30:00.000,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group B,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpb-000100--
2024-07-25 14:00:00.000,2024-07-25 15:30:00.000,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group B,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpb-000200--
2024-07-25 14:00:00.000,2024-07-25 14:16:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000500--
2024-07-25 14:30:00.000,2024-07-25 14:46:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool B,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpb-000600--
2024-07-25 15:00:00.000,2024-07-25 15:16:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000500--
2024-07-25 15:30:00.000,2024-07-25 15:46:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool C,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpc-000600--
2024-07-25 16:00:00.000,2024-07-25 17:30:00.000,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group A,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpa-000200--
2024-07-25 16:00:00.000,2024-07-25 16:16:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000500--
2024-07-25 16:30:00.000,2024-07-25 16:46:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Pool A,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/gpa-000600--
2024-07-25 17:00:00.000,2024-07-25 18:45:00.000,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group A,W,HTEAM,Geoffroy-Guichard Stadium,STE,"Geoffroy-Guichard Stadium, Saint-Etienne",STE,/en/paris-2024/results/football/women/gpa-000200--
2024-07-25 17:00:00.000,2024-07-25 18:45:00.000,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group C,W,HTEAM,La Beaujoire Stadium,NAN,"La Beaujoire Stadium, Nantes",NAN,/en/paris-2024/results/football/women/gpc-000100--
2024-07-25 19:00:00.000,2024-07-25 20:45:00.000,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group B,W,HTEAM,Marseille Stadium,MRS,"Marseille Stadium, Marseille",MRS,/en/paris-2024/results/football/women/gpb-000200--
2024-07-25 19:00:00.000,2024-07-25 20:45:00.000,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group C,W,HTEAM,Bordeaux Stadium,BOR,"Bordeaux Stadium, Bordeaux",BOR,/en/paris-2024/results/football/women/gpc-000200--
2024-07-25 19:00:00.000,2024-07-25 20:30:00.000,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group B,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpb-000300--
2024-07-25 20:00:00.000,2024-07-25 20:16:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Placing 9-12,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sf9-000100--
2024-07-25 20:30:00.000,2024-07-25 20:46:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Placing 9-12,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sf9-000200--
2024-07-25 21:00:00.000,2024-07-25 22:45:00.000,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group A,W,HTEAM,Lyon Stadium,LYO,"Lyon Stadium, Lyon",LYO,/en/paris-2024/results/football/women/gpa-000100--
2024-07-25 21:00:00.000,2024-07-25 22:45:00.000,2024-07-25,FINISHED,Football,FBL,Women,0,Women's Group B,W,HTEAM,Nice Stadium,NIC,"Nice Stadium, Nice",NIC,/en/paris-2024/results/football/women/gpb-000100--
2024-07-25 21:00:00.000,2024-07-25 22:30:00.000,2024-07-25,FINISHED,Handball,HBL,Women,0,Women's Preliminary Round Group A,W,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/women/gpa-000300--
2024-07-25 21:00:00.000,2024-07-25 21:16:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000100--
2024-07-25 21:30:00.000,2024-07-25 21:46:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000200--
2024-07-25 22:00:00.000,2024-07-25 22:16:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000300--
2024-07-25 22:30:00.000,2024-07-25 22:46:00.000,2024-07-25,FINISHED,Rugby Sevens,RU7,Men,0,Men's Quarter-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/qfnl000400--
2024-07-26 20:00:00.000,NULL,2024-07-26,FINISHED,Opening Ceremony,CER,,0,," ",,,,,,/en/paris-2024/the-games/ceremonies/opening-ceremony
2024-07-27 09:00:00.000,2024-07-27 10:30:00.000,2024-07-27,FINISHED,Handball,HBL,Men,0,Men's Preliminary Round Group A,M,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/men/gpa-000100--
2024-07-27 09:00:00.000,2024-07-27 10:30:00.000,2024-07-27,FINISHED,Volleyball,VVO,Men,0,Men's Preliminary Round - Pool C,M,HTEAM,South Paris Arena 1,SP1,South Paris Arena 1,SP1,/en/paris-2024/results/volleyball/men/gpc-000100--
2024-07-27 10:00:00.000,2024-07-27 11:30:00.000,2024-07-27,FINISHED,Hockey,HOC,Men,0,Men's Pool A,M,HTEAM,Yves-du-Manoir Stadium,YDM,Yves-du-Manoir Stadium - Pitch 1,HO1,/en/paris-2024/results/hockey/men/gpa-000100--
2024-07-27 10:00:00.000,2024-07-27 10:06:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000200--
2024-07-27 10:06:00.000,2024-07-27 10:12:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000300--
2024-07-27 10:12:00.000,2024-07-27 10:18:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000400--
2024-07-27 10:18:00.000,2024-07-27 10:24:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000600--
2024-07-27 10:24:00.000,2024-07-27 10:30:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-000800--
2024-07-27 10:30:00.000,2024-07-27 12:00:00.000,2024-07-27,FINISHED,Hockey,HOC,Men,0,Men's Pool B,M,HTEAM,Yves-du-Manoir Stadium,YDM,Yves-du-Manoir Stadium - Pitch 2,HO2,/en/paris-2024/results/hockey/men/gpb-000100--
2024-07-27 10:30:00.000,2024-07-27 10:36:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001000--
2024-07-27 10:36:00.000,2024-07-27 10:42:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001200--
2024-07-27 10:42:00.000,2024-07-27 10:48:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001400--
2024-07-27 10:48:00.000,2024-07-27 10:54:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 32,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/r32-001600--
2024-07-27 10:54:00.000,2024-07-27 11:00:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000100--
2024-07-27 11:00:00.000,2024-07-27 13:33:00.000,2024-07-27,FINISHED,Artistic Gymnastics,GAR,Men,0,Men's Qualification,M,ATH,Bercy Arena,BCY,Bercy Arena,BCY,/en/paris-2024/results/artistic-gymnastics/men/qual000001--
2024-07-27 11:00:00.000,2024-07-27 12:45:00.000,2024-07-27,FINISHED,Basketball,BKB,Men,0,Men's Group Phase - Group A,M,HTEAM,Pierre Mauroy Stadium,LIL,Pierre Mauroy Stadium,LIL,/en/paris-2024/results/basketball/men/gpa-000100--
2024-07-27 11:00:00.000,2024-07-27 12:30:00.000,2024-07-27,FINISHED,Handball,HBL,Men,0,Men's Preliminary Round Group B,M,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/men/gpb-000100--
2024-07-27 11:00:00.000,2024-07-27 11:06:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000200--
2024-07-27 11:06:00.000,2024-07-27 11:12:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000300--
2024-07-27 11:12:00.000,2024-07-27 11:18:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000400--
2024-07-27 11:18:00.000,2024-07-27 11:24:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000500--
2024-07-27 11:24:00.000,2024-07-27 11:30:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000600--
2024-07-27 11:30:00.000,2024-07-27 11:36:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000700--
2024-07-27 11:36:00.000,2024-07-27 11:42:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Elimination Round of 16,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/8fnl000800--
2024-07-27 11:42:00.000,2024-07-27 11:48:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Quarterfinals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/qfnl000100--
2024-07-27 11:48:00.000,2024-07-27 11:54:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Quarterfinals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/qfnl000200--
2024-07-27 11:54:00.000,2024-07-27 12:00:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Quarterfinals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/qfnl000300--
2024-07-27 12:00:00.000,2024-07-27 12:06:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Quarterfinals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 2,JU2,/en/paris-2024/results/judo/men--60-kg/qfnl000400--
2024-07-27 12:45:00.000,2024-07-27 14:15:00.000,2024-07-27,FINISHED,Hockey,HOC,Men,0,Men's Pool A,M,HTEAM,Yves-du-Manoir Stadium,YDM,Yves-du-Manoir Stadium - Pitch 1,HO1,/en/paris-2024/results/hockey/men/gpa-000200--
2024-07-27 13:00:00.000,2024-07-27 15:15:00.000,2024-07-27,FINISHED,Volleyball,VVO,Men,0,Men's Preliminary Round - Pool B,M,HTEAM,South Paris Arena 1,SP1,South Paris Arena 1,SP1,/en/paris-2024/results/volleyball/men/gpb-000100--
2024-07-27 13:15:00.000,2024-07-27 14:45:00.000,2024-07-27,FINISHED,Hockey,HOC,Men,0,Men's Pool B,M,HTEAM,Yves-du-Manoir Stadium,YDM,Yves-du-Manoir Stadium - Pitch 2,HO2,/en/paris-2024/results/hockey/men/gpb-000200--
2024-07-27 13:30:00.000,2024-07-27 15:15:00.000,2024-07-27,FINISHED,Basketball,BKB,Men,0,Men's Group Phase - Group B,M,HTEAM,Pierre Mauroy Stadium,LIL,Pierre Mauroy Stadium,LIL,/en/paris-2024/results/basketball/men/gpb-000100--
2024-07-27 14:00:00.000,2024-07-27 14:50:00.000,2024-07-27,FINISHED,Beach Volleyball,VBV,Men,0,Men's Preliminary - Pool D - Matches,M,HTEAM,Eiffel Tower Stadium,EIF,Eiffel Tower Stadium - Centre Court,BV0,/en/paris-2024/results/beach-volleyball/men/gpd-000100--
2024-07-27 14:00:00.000,2024-07-27 15:30:00.000,2024-07-27,FINISHED,Handball,HBL,Men,0,Men's Preliminary Round Group A,M,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/men/gpa-000200--
2024-07-27 14:00:00.000,2024-07-27 15:25:00.000,2024-07-27,FINISHED,Water Polo,WPO,Women,0,Women's Preliminary Round - Group A,W,HTEAM,Aquatics Centre,AQC,Aquatics Centre,AQC,/en/paris-2024/results/water-polo/women/gpa-000100--
2024-07-27 14:30:00.000,2024-07-27 14:46:00.000,2024-07-27,FINISHED,Rugby Sevens,RU7,Men,0,Men's Placing 5-8,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sf5-000100--
2024-07-27 15:00:00.000,2024-07-27 15:50:00.000,2024-07-27,FINISHED,Beach Volleyball,VBV,Men,0,Men's Preliminary - Pool A - Matches,M,HTEAM,Eiffel Tower Stadium,EIF,Eiffel Tower Stadium - Centre Court,BV0,/en/paris-2024/results/beach-volleyball/men/gpa-000100--
2024-07-27 15:00:00.000,2024-07-27 16:45:00.000,2024-07-27,FINISHED,Football,FBL,Men,0,Men's Group B,M,HTEAM,Lyon Stadium,LYO,"Lyon Stadium, Lyon",LYO,/en/paris-2024/results/football/men/gpb-000300--
2024-07-27 15:00:00.000,2024-07-27 16:45:00.000,2024-07-27,FINISHED,Football,FBL,Men,0,Men's Group C,M,HTEAM,Bordeaux Stadium,BOR,"Bordeaux Stadium, Bordeaux",BOR,/en/paris-2024/results/football/men/gpc-000400--
2024-07-27 15:00:00.000,2024-07-27 15:16:00.000,2024-07-27,FINISHED,Rugby Sevens,RU7,Men,0,Men's Placing 5-8,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sf5-000200--
2024-07-27 15:30:00.000,2024-07-27 18:03:00.000,2024-07-27,FINISHED,Artistic Gymnastics,GAR,Men,0,Men's Qualification,M,ATH,Bercy Arena,BCY,Bercy Arena,BCY,/en/paris-2024/results/artistic-gymnastics/men/qual000002--
2024-07-27 15:30:00.000,2024-07-27 15:46:00.000,2024-07-27,FINISHED,Rugby Sevens,RU7,Men,0,Men's Semi-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sfnl000100--
2024-07-27 15:35:00.000,2024-07-27 17:00:00.000,2024-07-27,FINISHED,Water Polo,WPO,Women,0,Women's Preliminary Round - Group B,W,HTEAM,Aquatics Centre,AQC,Aquatics Centre,AQC,/en/paris-2024/results/water-polo/women/gpb-000100--
2024-07-27 16:00:00.000,2024-07-27 17:30:00.000,2024-07-27,FINISHED,Handball,HBL,Men,0,Men's Preliminary Round Group B,M,HTEAM,South Paris Arena 6,SP6,South Paris Arena 6,SP6,/en/paris-2024/results/handball/men/gpb-000200--
2024-07-27 16:00:00.000,2024-07-27 16:16:00.000,2024-07-27,FINISHED,Rugby Sevens,RU7,Men,0,Men's Semi-finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/sfnl000200--
2024-07-27 16:24:00.000,2024-07-27 16:30:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Repechage,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/men--60-kg/rep1000100--
2024-07-27 16:30:00.000,2024-07-27 16:36:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Repechage,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/men--60-kg/rep1000200--
2024-07-27 16:30:00.000,2024-07-27 16:46:00.000,2024-07-27,FINISHED,Rugby Sevens,RU7,Men,0,Men's Finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/fnl-000600--
2024-07-27 16:36:00.000,2024-07-27 16:42:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Semifinals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/men--60-kg/sfnl000200--
2024-07-27 16:42:00.000,2024-07-27 16:48:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,0,Men -60 kg Semifinals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/men--60-kg/sfnl000100--
2024-07-27 17:00:00.000,2024-07-27 18:45:00.000,2024-07-27,FINISHED,Football,FBL,Men,0,Men's Group B,M,HTEAM,Geoffroy-Guichard Stadium,STE,"Geoffroy-Guichard Stadium, Saint-Etienne",STE,/en/paris-2024/results/football/men/gpb-000400--
2024-07-27 17:00:00.000,2024-07-27 18:45:00.000,2024-07-27,FINISHED,Football,FBL,Men,0,Men's Group C,M,HTEAM,La Beaujoire Stadium,NAN,"La Beaujoire Stadium, Nantes",NAN,/en/paris-2024/results/football/men/gpc-000300--
2024-07-27 17:00:00.000,2024-07-27 18:30:00.000,2024-07-27,FINISHED,Hockey,HOC,Men,0,Men's Pool A,M,HTEAM,Yves-du-Manoir Stadium,YDM,Yves-du-Manoir Stadium - Pitch 1,HO1,/en/paris-2024/results/hockey/men/gpa-000300--
2024-07-27 17:00:00.000,2024-07-27 17:16:00.000,2024-07-27,FINISHED,Rugby Sevens,RU7,Men,0,Men's Finals,M,HTEAM,Stade de France,STA,Stade de France,STA,/en/paris-2024/results/rugby-sevens/men/fnl-000500--
2024-07-27 17:00:00.000,2024-07-27 19:15:00.000,2024-07-27,FINISHED,Volleyball,VVO,Men,0,Men's Preliminary Round - Pool B,M,HTEAM,South Paris Arena 1,SP1,South Paris Arena 1,SP1,/en/paris-2024/results/volleyball/men/gpb-000200--
2024-07-27 17:06:00.000,2024-07-27 17:12:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,3,Men -60 kg Contests for Bronze Medals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/men--60-kg/repf000100--
2024-07-27 17:12:00.000,2024-07-27 17:18:00.000,2024-07-27,FINISHED,Judo,JUD,Men -60 kg,3,Men -60 kg Contests for Bronze Medals,M,HATH,Champ-de-Mars Arena,CDM,Champ-de-Mars Arena Mat 1,JU1,/en/paris-2024/results/judo/men--60-kg/repf000200--
2024-07-27 17:15:00.000,2024-07-27 19:00:00.000,2024-07-27,FINISHED,Basketball,BKB,Men,0,Men's Group Phase - Group B,M,HTEAM,Pierre Mauroy Stadium,LIL,Pierre Mauroy Stadium,LIL,/en/paris-2024/results/basketball/men/gpb-000200--
